id,location,date,new_cases,new_deaths,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,female_smokers,male_smokers,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand
949,Azerbaijan,2020-02-20,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
950,Azerbaijan,2020-02-21,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
951,Azerbaijan,2020-02-22,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
952,Azerbaijan,2020-02-23,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
953,Azerbaijan,2020-02-24,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
954,Azerbaijan,2020-02-25,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
955,Azerbaijan,2020-02-26,0,0,2.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
956,Azerbaijan,2020-02-27,0,0,13.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
957,Azerbaijan,2020-02-28,0,0,13.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
958,Azerbaijan,2020-02-29,1,0,19.44,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
959,Azerbaijan,2020-03-01,0,0,19.44,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
960,Azerbaijan,2020-03-02,2,0,19.44,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
961,Azerbaijan,2020-03-06,3,0,30.56,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
962,Azerbaijan,2020-03-07,3,0,30.56,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
963,Azerbaijan,2020-03-11,2,0,36.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
964,Azerbaijan,2020-03-12,2,0,36.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
965,Azerbaijan,2020-03-13,0,0,36.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
966,Azerbaijan,2020-03-15,6,0,52.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
967,Azerbaijan,2020-03-16,0,0,52.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
968,Azerbaijan,2020-03-17,0,0,52.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
969,Azerbaijan,2020-03-18,9,0,52.78,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
970,Azerbaijan,2020-03-19,6,0,61.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
971,Azerbaijan,2020-03-20,10,0,61.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
972,Azerbaijan,2020-03-21,0,1,61.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
973,Azerbaijan,2020-03-22,9,0,61.11,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
974,Azerbaijan,2020-03-23,12,0,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
975,Azerbaijan,2020-03-24,7,0,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
976,Azerbaijan,2020-03-25,15,0,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
977,Azerbaijan,2020-03-26,6,1,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
978,Azerbaijan,2020-03-27,29,1,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
979,Azerbaijan,2020-03-28,43,0,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
980,Azerbaijan,2020-03-29,17,1,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
981,Azerbaijan,2020-03-30,27,0,68.52,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
982,Azerbaijan,2020-03-31,64,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
983,Azerbaijan,2020-04-01,25,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
984,Azerbaijan,2020-04-02,61,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
985,Azerbaijan,2020-04-03,41,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
986,Azerbaijan,2020-04-04,43,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
987,Azerbaijan,2020-04-05,78,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
988,Azerbaijan,2020-04-06,63,2,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
989,Azerbaijan,2020-04-07,57,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
990,Azerbaijan,2020-04-08,76,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
991,Azerbaijan,2020-04-09,105,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
992,Azerbaijan,2020-04-10,104,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
993,Azerbaijan,2020-04-11,65,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
994,Azerbaijan,2020-04-12,67,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
995,Azerbaijan,2020-04-13,40,0,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
996,Azerbaijan,2020-04-14,50,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
997,Azerbaijan,2020-04-15,49,1,88.89,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
998,Azerbaijan,2020-04-16,56,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
999,Azerbaijan,2020-04-17,30,2,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1000,Azerbaijan,2020-04-18,57,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1001,Azerbaijan,2020-04-19,33,3,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1002,Azerbaijan,2020-04-20,25,1,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1003,Azerbaijan,2020-04-21,38,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1004,Azerbaijan,2020-04-22,44,1,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1005,Azerbaijan,2020-04-23,38,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1006,Azerbaijan,2020-04-24,30,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1007,Azerbaijan,2020-04-25,44,1,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1008,Azerbaijan,2020-04-26,25,0,91.67,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1009,Azerbaijan,2020-04-27,28,0,87.96,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1010,Azerbaijan,2020-04-28,33,1,87.96,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1011,Azerbaijan,2020-04-29,39,0,87.96,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1012,Azerbaijan,2020-04-30,49,1,87.96,10139175,119.309,32.4,6.018,3.871,0.3,42.5,15847.419,83.241,4.7
1013,Bahamas,2020-03-16,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1014,Bahamas,2020-03-17,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1015,Bahamas,2020-03-20,2,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1016,Bahamas,2020-03-21,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1017,Bahamas,2020-03-22,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1018,Bahamas,2020-03-23,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1019,Bahamas,2020-03-24,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1020,Bahamas,2020-03-25,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1021,Bahamas,2020-03-26,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1022,Bahamas,2020-03-27,4,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1023,Bahamas,2020-03-28,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1024,Bahamas,2020-03-29,2,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1025,Bahamas,2020-03-30,3,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1026,Bahamas,2020-03-31,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1027,Bahamas,2020-04-01,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1028,Bahamas,2020-04-02,6,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1029,Bahamas,2020-04-03,3,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1030,Bahamas,2020-04-04,0,2,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1031,Bahamas,2020-04-05,4,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1032,Bahamas,2020-04-06,1,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1033,Bahamas,2020-04-07,4,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1034,Bahamas,2020-04-08,3,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1035,Bahamas,2020-04-09,4,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1036,Bahamas,2020-04-10,1,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1037,Bahamas,2020-04-11,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1038,Bahamas,2020-04-12,4,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1039,Bahamas,2020-04-13,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1040,Bahamas,2020-04-14,2,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1041,Bahamas,2020-04-15,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1042,Bahamas,2020-04-16,4,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1043,Bahamas,2020-04-17,1,1,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1044,Bahamas,2020-04-18,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1045,Bahamas,2020-04-19,3,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1046,Bahamas,2020-04-20,2,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1047,Bahamas,2020-04-21,4,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1048,Bahamas,2020-04-22,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1049,Bahamas,2020-04-23,5,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1050,Bahamas,2020-04-24,2,2,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1051,Bahamas,2020-04-25,1,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1052,Bahamas,2020-04-26,5,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1053,Bahamas,2020-04-27,2,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1054,Bahamas,2020-04-28,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1055,Bahamas,2020-04-29,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1056,Bahamas,2020-04-30,0,0,,393248,39.497,34.3,8.996,5.2,3.1,20.4,27717.847,,2.9
1057,Bahrain,2019-12-31,0,0,,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1058,Bahrain,2020-01-01,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1059,Bahrain,2020-01-02,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1060,Bahrain,2020-01-03,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1061,Bahrain,2020-01-04,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1062,Bahrain,2020-01-05,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1063,Bahrain,2020-01-06,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1064,Bahrain,2020-01-07,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1065,Bahrain,2020-01-08,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1066,Bahrain,2020-01-09,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1067,Bahrain,2020-01-10,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1068,Bahrain,2020-01-11,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1069,Bahrain,2020-01-12,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1070,Bahrain,2020-01-13,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1071,Bahrain,2020-01-14,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1072,Bahrain,2020-01-15,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1073,Bahrain,2020-01-16,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1074,Bahrain,2020-01-17,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1075,Bahrain,2020-01-18,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1076,Bahrain,2020-01-19,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1077,Bahrain,2020-01-20,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1078,Bahrain,2020-01-21,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1079,Bahrain,2020-01-22,0,0,0,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1080,Bahrain,2020-01-23,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1081,Bahrain,2020-01-24,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1082,Bahrain,2020-01-25,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1083,Bahrain,2020-01-26,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1084,Bahrain,2020-01-27,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1085,Bahrain,2020-01-28,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1086,Bahrain,2020-01-29,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1087,Bahrain,2020-01-30,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1088,Bahrain,2020-01-31,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1089,Bahrain,2020-02-01,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1090,Bahrain,2020-02-02,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1091,Bahrain,2020-02-03,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1092,Bahrain,2020-02-04,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1093,Bahrain,2020-02-05,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1094,Bahrain,2020-02-06,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1095,Bahrain,2020-02-07,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1096,Bahrain,2020-02-08,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1097,Bahrain,2020-02-09,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1098,Bahrain,2020-02-10,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1099,Bahrain,2020-02-11,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1100,Bahrain,2020-02-12,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1101,Bahrain,2020-02-13,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1102,Bahrain,2020-02-14,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1103,Bahrain,2020-02-15,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1104,Bahrain,2020-02-16,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1105,Bahrain,2020-02-17,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1106,Bahrain,2020-02-18,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1107,Bahrain,2020-02-19,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1108,Bahrain,2020-02-20,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1109,Bahrain,2020-02-21,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1110,Bahrain,2020-02-22,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1111,Bahrain,2020-02-23,0,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1112,Bahrain,2020-02-24,1,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1113,Bahrain,2020-02-25,1,0,5.56,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1114,Bahrain,2020-02-26,21,0,16.67,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1115,Bahrain,2020-02-27,10,0,16.67,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1116,Bahrain,2020-02-28,0,0,16.67,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1117,Bahrain,2020-02-29,5,0,16.67,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1118,Bahrain,2020-03-01,3,0,16.67,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1119,Bahrain,2020-03-02,6,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1120,Bahrain,2020-03-04,2,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1121,Bahrain,2020-03-05,3,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1122,Bahrain,2020-03-06,0,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1123,Bahrain,2020-03-07,4,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1124,Bahrain,2020-03-08,7,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1125,Bahrain,2020-03-09,16,0,22.22,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1126,Bahrain,2020-03-10,30,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1127,Bahrain,2020-03-11,1,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1128,Bahrain,2020-03-12,52,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1129,Bahrain,2020-03-13,0,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1130,Bahrain,2020-03-14,48,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1131,Bahrain,2020-03-15,1,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1132,Bahrain,2020-03-16,3,0,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1133,Bahrain,2020-03-17,7,1,25,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1134,Bahrain,2020-03-18,16,0,63.89,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1135,Bahrain,2020-03-19,19,0,63.89,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1136,Bahrain,2020-03-20,13,0,63.89,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1137,Bahrain,2020-03-21,16,0,63.89,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1138,Bahrain,2020-03-22,21,0,69.44,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1139,Bahrain,2020-03-23,28,1,69.44,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1140,Bahrain,2020-03-24,5,0,69.44,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1141,Bahrain,2020-03-25,51,1,69.44,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1142,Bahrain,2020-03-26,29,0,73.15,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1143,Bahrain,2020-03-27,39,1,73.15,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1144,Bahrain,2020-03-28,8,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1145,Bahrain,2020-03-29,7,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1146,Bahrain,2020-03-30,27,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1147,Bahrain,2020-03-31,15,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1148,Bahrain,2020-04-01,52,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1149,Bahrain,2020-04-02,2,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1150,Bahrain,2020-04-03,74,0,78.7,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1151,Bahrain,2020-04-04,0,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1152,Bahrain,2020-04-05,45,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1153,Bahrain,2020-04-06,12,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1154,Bahrain,2020-04-07,56,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1155,Bahrain,2020-04-08,55,1,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1156,Bahrain,2020-04-09,12,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1157,Bahrain,2020-04-10,64,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1158,Bahrain,2020-04-11,111,1,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1159,Bahrain,2020-04-12,42,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1160,Bahrain,2020-04-13,96,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1161,Bahrain,2020-04-14,225,1,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1162,Bahrain,2020-04-15,167,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1163,Bahrain,2020-04-16,145,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1164,Bahrain,2020-04-17,27,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1165,Bahrain,2020-04-18,44,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1166,Bahrain,2020-04-19,29,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1167,Bahrain,2020-04-20,100,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1168,Bahrain,2020-04-21,34,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1169,Bahrain,2020-04-22,66,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1170,Bahrain,2020-04-23,34,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1171,Bahrain,2020-04-24,210,1,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1172,Bahrain,2020-04-25,301,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
1173,Bahrain,2020-04-26,71,0,81.48,1701583,1935.907,32.4,2.372,1.387,5.8,37.6,43290.705,,2
